kepoi_name,koi_disposition,target,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad
K07540.01,CANDIDATE,1,21.980467,4.78,96.0,0.92,625.0,36.07,0.417,10.1,5573.0,4.418,0.936
K07541.01,FALSE POSITIVE,0,7.214721393,2.36464,46801.5,16.79,630.0,37.12,0.898,582.0,4705.0,4.696,0.552
K07543.01,FALSE POSITIVE,0,0.98376204,10.052,55.0,12.44,4203.0,73867.88,1.01,25.2,6431.0,3.276,5.294
K07544.01,FALSE POSITIVE,0,2.403704619,0.8927,110.6,27.04,3903.0,54903.0,1.007,1.4,6244.0,2.897,10.105
K00567.02,CONFIRMED,2,20.30303506,4.5038,533.4,2.16,630.0,37.12,0.793,44.7,5788.0,4.524,0.848
K07681.01,CANDIDATE,1,6.05552018,2.818,134.6,0.92,844.0,119.89,0.19,9.8,5352.0,4.585,0.805
K07682.01,FALSE POSITIVE,0,58.873429,17.487,226471.0,76.18,679.0,50.35,0.0,106.8,7078.0,4.192,1.568
K07683.01,FALSE POSITIVE,0,0.913244995,0.4931,47.8,0.77,1967.0,3541.46,0.286,10.2,5923.0,4.402,1.049
K07684.01,FALSE POSITIVE,0,10.2239787,1.814,213.5,24.43,2364.0,7383.41,0.439,6.5,4673.0,2.412,16.823
K07685.01,CANDIDATE,1,64.740274,15.082,113.1,1.35,518.0,16.96,0.74,16.4,5999.0,4.263,1.177
K07685.02,CANDIDATE,1,33.502923,11.947,70.9,1.08,645.0,40.79,0.756,12.5,5999.0,4.263,1.177
K07788.01,FALSE POSITIVE,0,0.798467681,0.86,120.7,0.82,1718.0,2064.49,0.331,9.4,5575.0,4.557,0.733
K00571.04,CONFIRMED,2,22.40777833,3.2881,661.3,1.15,319.0,2.44,0.147,33.9,3751.0,4.8,0.443
K07789.01,FALSE POSITIVE,0,175.358905,5.34,215.0,2.9,420.0,7.36,0.034,9.1,5109.0,3.757,2.02
K07790.01,FALSE POSITIVE,0,0.721335207,1.509,31.8,0.54,2162.0,5166.26,0.103,12.0,6328.0,4.489,0.948
K07791.01,CANDIDATE,1,106.18732,10.29,266.1,231.85,2660.0,11829.18,0.027,8.6,3287.0,0.114,152.969
K07792.01,FALSE POSITIVE,0,96.231257,2.488,938.0,29.26,965.0,204.8,0.442,8.8,4895.0,2.674,9.529
K07793.01,CANDIDATE,1,1.99469354,5.297,75.1,0.46,758.0,78.2,0.643,8.9,3799.0,4.738,0.51
K07891.01,FALSE POSITIVE,0,0.79708975,3.301,19.3,0.54,2262.0,6174.2,0.53,9.8,6056.0,4.271,1.196
K00577.01,CONFIRMED,2,39.6766071,5.04,611.2,2.29,473.0,11.85,0.639,24.9,5244.0,4.449,0.888
K07892.01,CONFIRMED,2,10.692115,4.657,408.4,2.71,1008.0,244.47,0.734,9.4,6474.0,4.311,1.242
K07893.01,FALSE POSITIVE,0,55.884827,2.283,497.6,2.11,438.0,8.7,0.752,7.7,5668.0,4.545,0.868
K07894.01,CANDIDATE,1,347.97611,16.77,341.3,1.62,253.0,0.97,0.057,11.9,5995.0,4.536,0.878
K07895.01,FALSE POSITIVE,0,246.87131,10.69,433.6,2.02,302.0,1.97,0.327,6.9,6168.0,4.488,0.96
K07896.01,FALSE POSITIVE,0,85.338393,8.5,633.0,11.4,741.0,71.36,0.004,27.9,4850.0,3.134,4.696
K07995.01,FALSE POSITIVE,0,145.750554,13.999,385.6,15.34,748.0,74.07,0.017,17.0,5096.0,3.007,8.038
K00582.03,CONFIRMED,2,9.93962361,3.432,300.1,1.93,722.0,64.29,0.934,21.5,5105.0,4.469,0.868
K07996.01,FALSE POSITIVE,0,2.17813954,2.063,28.6,1.0,2073.0,4372.75,0.054,9.7,6511.0,4.003,1.851
K07997.01,FALSE POSITIVE,0,321.02094,7.51,592.9,1.96,232.0,0.69,0.295,8.5,5334.0,4.492,0.81
K07998.01,CANDIDATE,1,122.11555,16.07,1104.0,2.96,351.0,3.6,0.23,12.2,5592.0,4.418,0.894
K07999.01,FALSE POSITIVE,0,1.213742728,3.596,31.7,1.18,2599.0,10804.6,0.627,20.3,6532.0,3.961,1.987
K08000.01,CANDIDATE,1,225.48805,19.46,379.9,1.7,267.0,1.2,0.817,11.6,5663.0,4.579,0.782
K08098.01,FALSE POSITIVE,0,0.505322676,5.2727,77349.2,46.59,2275.0,6291.87,1.036,384.6,5941.0,4.49,0.924
K08099.01,FALSE POSITIVE,0,333.71634048,4.8236,420.2,3.53,362.0,4.05,0.093,3.1,6045.0,3.956,1.719
K08100.01,FALSE POSITIVE,0,322.50741,20.688,349.5,2.11,257.0,1.03,0.912,13.7,5708.0,4.465,0.933
K08101.01,FALSE POSITIVE,0,373.8716,16.78,382.7,2.19,279.0,1.44,0.246,10.3,5846.0,4.258,1.116
K08102.01,FALSE POSITIVE,0,171.046664,2.438,731.0,32.31,827.0,110.64,0.387,9.8,4932.0,2.697,12.048
K08103.01,FALSE POSITIVE,0,0.799868354,6.613,4928.8,34.7,1816.0,2581.61,1.274,251.4,5568.0,4.488,0.882
K08104.01,FALSE POSITIVE,0,317.99484,7.28,719.0,2.22,241.0,0.79,0.405,8.4,5665.0,4.568,0.82
K08196.01,FALSE POSITIVE,0,522.64613,17.77,648.1,0.8,92.0,0.02,0.007,10.5,3439.0,4.939,0.318
K08197.01,FALSE POSITIVE,0,392.94247,11.055,120.3,1.6,347.0,3.43,0.01,10.0,6596.0,4.073,1.44
K08198.01,FALSE POSITIVE,0,373.89398,27.66,730.0,2.51,206.0,0.42,0.963,18.5,5263.0,4.574,0.699
K08199.01,FALSE POSITIVE,0,183.836254,13.088,1046.2,51.64,852.0,124.46,0.956,15.7,4959.0,2.569,11.963
K08200.01,FALSE POSITIVE,0,5.959695593,1.8383,151.2,1.13,937.0,182.4,0.626,4.7,5717.0,4.538,0.884
K08201.01,CANDIDATE,1,392.601892,3.21,779.0,2.25,204.0,0.41,0.713,7.8,5307.0,4.605,0.753
K08202.01,FALSE POSITIVE,0,452.65206,19.87,175.1,2.41,345.0,3.33,0.646,17.0,6664.0,4.075,1.73
K08294.01,FALSE POSITIVE,0,384.356448,3.872,715.7,3.03,255.0,1.0,0.848,13.2,5903.0,4.445,0.994
K08295.01,FALSE POSITIVE,0,1.75647084,2.538,69.5,0.69,1405.0,924.14,0.023,10.9,5813.0,4.561,0.833
K08296.01,FALSE POSITIVE,0,272.54288087,3.0246,807.2,2.35,255.0,1.0,0.287,5.7,5677.0,4.563,0.828
K08297.01,FALSE POSITIVE,0,229.957537,7.59,400.0,43.78,444.0,9.22,1.175,10.2,6419.0,3.978,2.057
K00605.01,CONFIRMED,2,2.628117322,1.8289,936.8,1.77,737.0,69.56,0.612,98.1,3939.0,4.705,0.557
K00605.02,CANDIDATE,1,5.06546874,2.203,121.1,0.62,592.0,29.01,0.477,10.4,3939.0,4.705,0.557
K00606.01,FALSE POSITIVE,0,3.170626881,2.7189,14610.0,14.37,1314.0,704.88,0.847,113.2,6068.0,4.428,1.034
K06640.01,FALSE POSITIVE,0,1.804591904,3.85009,137295.0,80.87,1923.0,3221.97,0.879,1666.6,6271.0,4.178,1.515
K06641.01,CANDIDATE,1,1.400903699,0.883,136.5,1.16,1764.0,2284.73,0.196,9.8,6375.0,4.474,0.975
K06642.01,FALSE POSITIVE,0,1.14073528,2.394,13.5,0.68,3190.0,24512.67,0.768,7.8,8847.0,4.2,1.685
K06644.01,FALSE POSITIVE,0,25.150788449,7.72717,37582.6,39.12,686.0,52.23,1.025,1504.9,6015.0,4.329,1.101
K06645.01,FALSE POSITIVE,0,7.21636091,2.218,384.7,18.03,2146.0,5009.17,0.017,37.2,5029.0,2.909,9.476
K06646.01,CANDIDATE,1,7.1356633,1.789,255.5,1.38,751.0,75.39,0.735,9.8,4926.0,4.522,0.793
K06647.01,FALSE POSITIVE,0,12.591656377,5.53385,302584.0,49.21,642.0,40.23,0.629,3990.5,5293.0,4.604,0.756
K06755.01,FALSE POSITIVE,0,1.428766771,3.9753,92.2,1.01,1737.0,2157.42,0.354,3.6,6197.0,4.449,1.035
K06757.01,FALSE POSITIVE,0,1.106560721,2.64151,253683.0,47.63,1782.0,2382.7,0.531,643.6,6205.0,4.534,0.873
K06758.01,FALSE POSITIVE,0,0.721624431,2.54242,157754.0,40.61,1604.0,1560.97,0.855,514.4,5067.0,4.565,0.715
K06760.01,FALSE POSITIVE,0,10.81589054,4.73495,45399.6,32.48,1086.0,328.64,0.219,4313.4,6269.0,4.109,1.508
K06761.01,FALSE POSITIVE,0,1.267693801,3.57993,333641.0,64.84,1606.0,1572.85,0.589,713.8,5446.0,4.388,0.961
K06763.01,CANDIDATE,1,2.44693823,0.954,26.4,0.56,1379.0,855.53,0.611,9.0,5821.0,4.419,1.033
K06764.01,FALSE POSITIVE,0,7.002865192,5.90232,349695.0,75.09,1197.0,486.09,0.358,8168.6,6818.0,4.357,1.216
K06877.01,FALSE POSITIVE,0,281.509095,40.963,5948.7,85.77,685.0,52.05,0.626,182.5,4797.0,2.632,10.709
K06878.01,CANDIDATE,1,2.405625303,0.6283,163.5,1.11,1180.0,459.66,0.467,12.0,5450.0,4.573,0.83
K06879.01,FALSE POSITIVE,0,3.258249472,2.6358,1643.5,79.23,2057.0,4234.38,1.264,202.0,6712.0,3.859,2.361
K06880.01,FALSE POSITIVE,0,552.8295063,16.0851,266298.0,56.89,229.0,0.65,0.653,942.6,5956.0,4.403,0.929
K06881.01,FALSE POSITIVE,0,0.773595312,0.781,93.0,0.96,1976.0,3613.97,0.612,13.2,5973.0,4.506,0.935
K06882.01,CANDIDATE,1,0.7735301,1.335,185.4,1.87,2474.0,8868.22,0.336,14.2,6296.0,4.217,1.35
K06992.01,FALSE POSITIVE,0,1.69421771,4.161,91.1,0.74,1274.0,621.89,0.734,15.0,5402.0,4.591,0.717
K06993.01,CANDIDATE,1,13.8086331,3.613,207.1,1.09,659.0,44.5,0.029,9.0,5515.0,4.568,0.761
K00523.02,CONFIRMED,2,36.8567758,7.495,714.1,2.68,549.0,21.4,0.05,43.8,5768.0,4.434,1.015
K06994.01,CANDIDATE,1,4.25907841,4.513,28.1,0.7,1253.0,583.12,0.362,11.5,5560.0,4.173,1.316
K06995.01,FALSE POSITIVE,0,2.739477089,3.18229,32096.1,50.48,1475.0,1120.19,1.189,593.6,6469.0,4.431,1.056
K06996.01,FALSE POSITIVE,0,1.307761491,2.22271,13941.0,29.17,1298.0,671.75,1.237,531.5,5112.0,4.596,0.673
K06997.01,FALSE POSITIVE,0,4.028671454,8.12253,113967.0,52.42,1492.0,1169.87,0.294,2152.8,6327.0,4.168,1.528
K07103.01,FALSE POSITIVE,0,2.496328637,2.73115,20527.0,112.28,2317.0,6804.42,1.199,1412.4,6757.0,3.842,2.615
K07104.01,FALSE POSITIVE,0,16.31328124,4.45731,71589.0,30.85,747.0,73.51,0.768,982.3,6008.0,4.44,1.006
K07105.01,FALSE POSITIVE,0,1.721313779,3.54768,534625.0,83.69,1627.0,1658.35,0.315,742.8,5960.0,4.371,1.073
K07106.01,CANDIDATE,1,5.01880305,1.823,98.7,1.08,1178.0,455.98,0.172,10.3,6220.0,4.398,1.083
K07107.01,FALSE POSITIVE,0,1.50650745,2.622,27.8,1.13,2498.0,9242.43,0.677,14.4,6839.0,4.003,2.02
K07108.01,FALSE POSITIVE,0,8.209514329,4.14104,141387.0,149.52,1371.0,834.79,1.079,6579.3,6258.0,3.882,2.111
K07213.01,FALSE POSITIVE,0,0.379412331,1.561,594.0,1.59,1643.0,1724.34,0.243,20.2,4331.0,4.62,0.666
K07214.01,FALSE POSITIVE,0,0.585940879,4.6979,1943.6,26.57,1873.0,2897.54,1.254,189.9,5459.0,4.583,0.797
K00540.01,FALSE POSITIVE,0,25.70280003,3.1644,5623.8,33.1,562.0,23.68,1.27,67.9,5532.0,4.488,0.835
K07215.01,CANDIDATE,1,3.90735046,2.896,109.3,0.83,1007.0,243.14,0.088,10.0,5497.0,4.577,0.809
K07216.01,FALSE POSITIVE,0,0.646523404,3.917,25.2,0.85,3163.0,23676.16,0.494,14.2,7257.0,4.185,1.631
K07217.01,FALSE POSITIVE,0,2.488812012,5.94523,131002.0,83.26,1852.0,2776.19,0.931,3290.5,6499.0,4.084,1.497
K07218.01,FALSE POSITIVE,0,0.51811818,0.3969,99.0,1.09,2360.0,7376.27,0.021,7.8,6240.0,4.502,0.929
K07328.01,FALSE POSITIVE,0,12.180721266,4.15602,414950.0,63.25,742.0,71.88,0.479,1809.8,5750.0,4.538,0.882
K07329.01,FALSE POSITIVE,0,50.467024395,8.96181,103144.0,52.88,523.0,17.63,0.973,1435.1,6137.0,4.448,1.012
K07331.01,CANDIDATE,1,0.84986054,1.3875,6571.5,67.45,2260.0,6185.9,1.26,100.1,5164.0,3.949,1.676
K07332.01,CANDIDATE,1,0.933728196,3.441,67.7,0.85,2006.0,3826.49,0.015,13.3,6170.0,4.43,1.032
K07333.01,FALSE POSITIVE,0,2.03742712,3.939,36.0,0.9,1812.0,2550.21,0.791,11.4,6356.0,4.215,1.358
K00547.01,CONFIRMED,2,25.30291816,4.4903,2105.7,3.95,535.0,19.39,0.04,117.7,5121.0,4.457,0.888
K07334.01,FALSE POSITIVE,0,5.274819905,4.6688,108965.0,100.89,1646.0,1733.91,0.99,902.5,7247.0,4.111,1.834
K07431.01,FALSE POSITIVE,0,5.39525573,7.8377,104242.0,152.74,1992.0,3721.55,1.0,175.7,7216.0,3.768,2.804
K07432.01,CANDIDATE,1,13.1538409,11.56,104.6,1.03,750.0,74.8,0.39,10.6,5443.0,4.36,1.008
K07433.01,FALSE POSITIVE,0,4.737713268,6.384,105259.0,29.25,882.0,143.54,0.8,476.7,5335.0,4.624,0.719
K07434.01,CANDIDATE,1,5.704593,1.149,129.9,0.95,900.0,154.92,0.285,8.5,5523.0,4.566,0.832
K07435.01,CANDIDATE,1,1.36752316,1.208,61.0,0.82,1684.0,1899.59,0.299,11.7,5836.0,4.417,1.048
K07436.01,FALSE POSITIVE,0,2.49777454,5.241,78.7,2.14,2264.0,6214.34,0.778,51.1,7117.0,3.964,2.211
K07437.01,CANDIDATE,1,1.9997244,1.976,85.1,0.84,1385.0,870.41,0.37,8.9,5838.0,4.529,0.897
K07544.02,FALSE POSITIVE,0,1.065731229,1.7499,3639.6,384.26,5118.0,161806.81,1.277,109.2,6244.0,2.897,10.105
K07545.01,FALSE POSITIVE,0,33.65766894,40.787,15379.5,78.44,1211.0,508.66,0.306,519.2,4774.0,2.759,6.447
K07547.01,FALSE POSITIVE,0,0.892988877,2.4428,85.0,2.94,3285.0,27545.43,0.71,43.8,6228.0,3.668,2.975
K07548.01,FALSE POSITIVE,0,0.705816203,5.55,149.0,15.33,2109.0,4650.24,1.133,19.6,6106.0,4.487,0.966
K00563.01,CONFIRMED,2,15.28467725,6.0768,321.3,2.7,852.0,124.4,0.774,38.1,5763.0,4.181,1.374
K07550.01,FALSE POSITIVE,0,1.7609276,5.189,57.3,1.53,2860.0,15818.72,0.29,26.1,8784.0,4.156,1.967
K07686.01,FALSE POSITIVE,0,68.538296,3.627,1087.0,25.77,1031.0,267.17,0.002,11.3,4687.0,2.613,8.123
K07687.01,CANDIDATE,1,23.266633,8.315,49.9,2.66,1156.0,422.77,0.092,11.4,5758.0,3.456,3.775
K07689.01,FALSE POSITIVE,0,1.01530474,8.7622,16445.2,64.77,2324.0,6918.45,1.245,1823.0,6428.0,4.226,1.44
K07690.01,FALSE POSITIVE,0,2.2430415,3.63,101.1,0.89,1344.0,770.18,0.147,8.1,5897.0,4.531,0.891
K00567.03,CONFIRMED,2,29.02235217,4.0263,637.6,2.55,559.0,23.06,0.902,41.4,5788.0,4.524,0.848
K07691.01,FALSE POSITIVE,0,0.570828503,0.915,174.4,0.54,986.0,222.55,0.609,13.9,3585.0,4.868,0.388
K07692.01,FALSE POSITIVE,0,0.56256804,1.686,4.5,0.63,5127.0,164220.08,0.692,11.8,9005.0,3.84,2.773
K07794.01,FALSE POSITIVE,0,1.99492332,5.898,77.7,0.94,1451.0,1044.18,0.772,11.1,5957.0,4.498,0.971
K07795.01,CANDIDATE,1,5.44085762,2.119,137.5,0.97,892.0,149.44,0.735,9.3,5519.0,4.59,0.762
K07796.01,CANDIDATE,1,3.52364689,3.439,74.2,0.94,1330.0,739.8,0.004,8.5,6269.0,4.412,1.085
K07797.01,FALSE POSITIVE,0,36.4721523,2.673,52.6,0.7,527.0,18.29,0.738,7.7,5853.0,4.529,0.895
K07798.01,CANDIDATE,1,309.89103,16.4,321.3,2.15,314.0,2.3,0.569,10.7,6450.0,4.386,1.155
K00571.05,CONFIRMED,2,129.945392,5.786,500.1,1.18,177.0,0.23,0.909,13.1,3751.0,4.8,0.443
K07799.01,FALSE POSITIVE,0,0.977170246,3.4842,151.1,5.08,3226.0,25506.22,0.646,94.5,5596.0,3.48,3.938
K07897.01,FALSE POSITIVE,0,31.9714488,8.52,42.9,0.87,674.0,48.92,0.34,9.2,5846.0,4.169,1.323
K07898.01,FALSE POSITIVE,0,1.012174295,4.6617,323029.0,114.4,2737.0,13215.77,0.596,596.0,6987.0,4.096,1.716
K07899.01,FALSE POSITIVE,0,8.39140024,1.193,134.4,1.1,921.0,169.89,0.342,9.2,5892.0,4.389,0.935
K07900.01,FALSE POSITIVE,0,33.8938177,2.012,205.1,1.22,527.0,18.27,0.332,6.8,5818.0,4.554,0.848
K07902.01,FALSE POSITIVE,0,0.603351522,0.8358,164.1,3.91,3730.0,45493.51,0.46,20.6,6240.0,3.679,2.948
K00577.02,CONFIRMED,2,0.638162933,1.2313,109.7,0.91,1874.0,2928.31,0.092,17.6,5244.0,4.449,0.888
K07903.01,CANDIDATE,1,0.694611128,1.115,98.8,0.64,1415.0,945.45,0.176,9.3,4612.0,4.646,0.662
K08002.01,FALSE POSITIVE,0,366.74866,12.446,419.1,2.35,281.0,1.48,0.663,9.1,6136.0,4.368,1.087
K08003.01,FALSE POSITIVE,0,0.93374894,4.637,226.2,0.18,433.0,8.36,0.457,9.3,2661.0,5.283,0.116
K08004.01,FALSE POSITIVE,0,0.734548624,2.207,58.6,0.84,2082.0,4454.22,0.747,25.1,6046.0,4.478,1.007
K08005.01,FALSE POSITIVE,0,375.408923,11.438,87.3,4.48,858.0,128.15,0.529,15.3,11357.0,3.667,4.528
K08006.01,FALSE POSITIVE,0,2.17812769,1.645,61.7,0.78,1421.0,963.16,0.533,10.4,6014.0,4.494,0.958
K00583.01,CONFIRMED,2,2.437029217,3.2005,244.0,2.04,1513.0,1237.66,0.014,49.0,5573.0,4.177,1.329
K08007.01,CANDIDATE,1,67.176626864,3.1147,1689.9,9.66,179.0,0.24,1.236,5.9,3391.0,4.936,0.311
K08105.01,FALSE POSITIVE,0,432.96732,10.85,866.0,1.64,151.0,0.12,0.189,10.0,4403.0,4.7,0.576
K08106.01,FALSE POSITIVE,0,614.39054,9.312,289.1,2.43,269.0,1.24,0.11,10.2,6228.0,4.193,1.427
K08107.01,CANDIDATE,1,578.88761,18.521,76.8,1.69,315.0,2.32,0.24,15.1,6180.0,3.946,1.917
K00591.01,FALSE POSITIVE,0,2.9926465,1.81,105.9,0.89,1170.0,443.12,0.319,16.1,5718.0,4.549,0.863
K08108.01,FALSE POSITIVE,0,238.561202,11.9,260.2,5.75,568.0,24.55,0.732,16.4,6565.0,3.573,3.308
K08109.01,CANDIDATE,1,218.771117,3.201,140.1,250.2,1997.0,3757.91,0.95,8.4,3297.0,0.236,151.184
K08110.01,FALSE POSITIVE,0,375.17737,20.52,1230.0,3.64,264.0,1.15,0.405,13.7,6089.0,4.468,1.024
K08203.01,FALSE POSITIVE,0,234.66319186,7.627,243.5,1.68,328.0,2.73,0.029,5.0,6306.0,4.426,1.076
K08204.01,FALSE POSITIVE,0,351.204993,22.414,1257.9,3.57,258.0,1.04,0.777,21.3,5845.0,4.435,0.918
K00598.01,CONFIRMED,2,8.30783912,3.1516,777.5,2.15,751.0,75.09,0.019,66.4,5320.0,4.589,0.786
K08205.01,CANDIDATE,1,260.446151,9.314,713.9,25.39,608.0,32.37,0.896,16.8,4845.0,2.897,7.796
K08206.01,FALSE POSITIVE,0,345.7671,15.38,212.7,2.5,336.0,3.02,0.391,12.3,5845.0,4.024,1.702
K08207.01,FALSE POSITIVE,0,350.34114,16.97,1363.8,2.5,202.0,0.39,0.01,16.4,5188.0,4.642,0.69
K08208.01,FALSE POSITIVE,0,363.97165,5.702,1966.0,40.48,231.0,0.68,1.394,8.5,5648.0,4.559,0.841
K00607.01,CANDIDATE,1,5.89399142,1.2737,10993.0,11.16,940.0,185.03,0.867,252.5,5713.0,4.541,0.893
K00094.04,CONFIRMED,2,3.743166733,3.6888,126.3,1.5,1423.0,971.76,0.008,47.2,6181.0,4.234,1.331
K00608.01,FALSE POSITIVE,0,25.33709016,9.664,2279.4,3.47,414.0,6.93,0.824,120.3,4469.0,4.625,0.635
K00609.01,FALSE POSITIVE,0,4.396999852,1.875,4576.8,13.57,1231.0,543.48,0.987,63.3,5949.0,4.311,1.156
K00610.01,CONFIRMED,2,14.28228147,2.6588,983.2,1.82,446.0,9.38,0.019,44.7,4102.0,4.675,0.595
K00611.01,CANDIDATE,1,3.251659087,1.5286,4747.9,9.83,1384.0,865.87,0.938,466.2,6367.0,4.419,1.087
K00612.01,CONFIRMED,2,20.73989406,3.1505,616.1,2.11,536.0,19.47,0.777,44.2,5132.0,4.571,0.77
K06649.01,FALSE POSITIVE,0,0.97705114,2.33,20.1,0.77,2501.0,9261.1,0.603,7.4,6527.0,4.162,1.631
K06650.01,FALSE POSITIVE,0,5.407157086,5.8919,74653.3,125.96,1984.0,3667.86,1.062,2882.0,7617.0,3.856,2.439
K00508.02,CONFIRMED,2,16.6658994,4.1934,754.2,2.85,702.0,57.31,0.429,60.8,5674.0,4.446,1.032
K06651.01,FALSE POSITIVE,0,30.971766472,8.31171,228680.0,51.72,523.0,17.73,0.763,3245.9,5633.0,4.558,0.829
K06652.01,FALSE POSITIVE,0,5.06318803,13.8913,662677.0,302.18,908.0,160.52,3.4,1602.7,5375.0,4.531,0.752
K06654.01,FALSE POSITIVE,0,0.957476003,0.6624,450.7,2.47,2138.0,4953.98,0.327,20.2,6312.0,4.338,1.122
K06655.01,FALSE POSITIVE,0,1.559360638,5.4458,280066.0,94.2,2234.0,5905.62,0.647,419.9,7002.0,4.193,1.488
K06765.01,CANDIDATE,1,13.05609,3.498,170.8,1.3,814.0,103.85,0.097,10.8,6078.0,4.434,0.994
K00512.01,CONFIRMED,2,6.51003001,3.3095,602.8,2.78,1017.0,253.24,0.023,48.1,5638.0,4.327,1.153
K06765.02,FALSE POSITIVE,0,8.8249556,2.976,121.1,1.1,928.0,175.17,0.21,8.6,6078.0,4.434,0.994
K06767.01,FALSE POSITIVE,0,30.130130001,13.4919,280751.0,83.75,753.0,76.07,0.631,2583.7,6674.0,4.286,1.347
K06768.01,FALSE POSITIVE,0,7.0435762,15.76,449.2,2.47,938.0,183.39,0.583,27.5,5761.0,4.438,0.997
K06769.01,FALSE POSITIVE,0,9.12208711,4.62417,58790.4,52.66,904.0,157.73,1.104,1599.1,5857.0,4.396,1.039
K06770.01,FALSE POSITIVE,0,0.52880817,2.2865,57.7,1.84,3558.0,37880.12,0.432,38.8,6224.0,3.815,2.368
K06885.01,FALSE POSITIVE,0,44.827323809,6.86103,237120.0,429.0,779.0,87.2,1.494,4484.5,5160.0,3.568,3.279
K00519.02,CONFIRMED,2,34.0350605,6.695,727.8,2.76,583.0,27.24,0.474,41.3,6063.0,4.47,1.001
K06886.01,FALSE POSITIVE,0,4.1747072,11.13,449.2,2.47,938.0,183.39,0.583,27.5,5761.0,4.438,0.997
K06887.01,FALSE POSITIVE,0,0.622303871,1.84,80.9,0.77,2032.0,4050.15,0.338,9.9,5672.0,4.447,0.853
K06890.01,CANDIDATE,1,2.15888911,1.791,102.4,0.72,1130.0,384.49,0.224,9.9,5269.0,4.627,0.713
K06891.01,FALSE POSITIVE,0,4.608901433,8.73393,378548.0,48.72,1007.0,242.9,0.386,2624.6,5938.0,4.605,0.755
K06892.01,CANDIDATE,1,17.5806026,4.17,138.8,1.87,816.0,104.96,0.879,8.4,5839.0,4.199,1.358
K06998.01,FALSE POSITIVE,0,2.30118753,7.8216,87537.0,140.23,2783.0,14194.09,1.033,404.8,7970.0,3.871,2.652
K06999.01,FALSE POSITIVE,0,0.449249224,4.7565,419437.0,95.83,2941.0,17801.78,0.494,1194.9,6338.0,4.239,1.299
K07000.01,FALSE POSITIVE,0,1.759276227,3.19585,32091.2,40.79,1861.0,2828.82,1.026,2857.7,6656.0,4.351,1.232
K07001.01,FALSE POSITIVE,0,1.09206792,1.646,105.9,0.74,1320.0,715.46,0.378,7.7,4856.0,4.609,0.728
K07002.01,CANDIDATE,1,4.83014159,0.957,192.0,1.3,1039.0,275.02,0.034,11.7,5693.0,4.467,0.939
K07003.01,CANDIDATE,1,2.41194057,1.787,67.3,1.35,1654.0,1771.98,0.579,10.6,5598.0,4.045,1.594
K00524.01,CONFIRMED,2,4.592393816,2.2748,1027.7,2.51,924.0,172.6,0.02,105.9,5351.0,4.582,0.796
K07109.01,FALSE POSITIVE,0,3.431126546,2.7986,40248.0,47.48,1251.0,580.05,1.161,308.5,5815.0,4.349,0.969
K07110.01,FALSE POSITIVE,0,1.583334941,4.4854,177074.0,52.0,1548.0,1362.14,0.781,368.8,5846.0,4.472,0.953
K07112.01,CANDIDATE,1,0.78430061,2.952,254.7,1.14,1566.0,1416.91,0.659,20.5,5176.0,4.589,0.681
K07113.01,FALSE POSITIVE,0,2.665875491,7.59461,161389.0,67.43,1502.0,1199.89,0.878,2274.7,6234.0,4.351,1.159
K00532.01,CONFIRMED,2,4.221626193,3.0619,658.0,2.87,1176.0,453.2,0.847,83.7,6123.0,4.472,0.987
K07114.01,FALSE POSITIVE,0,2.6658312,5.771,40.8,0.99,1663.0,1807.48,0.864,12.4,6276.0,4.17,1.353
K07115.01,FALSE POSITIVE,0,1.5765874,15.18,29.2,15.68,2946.0,17781.51,1.04,27.9,6742.0,3.688,3.138
K07220.01,CANDIDATE,1,1.057080807,1.82,60.6,0.97,1805.0,2518.85,0.966,11.3,6000.0,4.487,0.946
K07221.01,FALSE POSITIVE,0,11.567974732,5.96595,416030.0,45.65,628.0,36.66,0.458,2341.5,5290.0,4.669,0.648
K07222.01,FALSE POSITIVE,0,21.294733865,7.60143,123177.0,71.55,771.0,83.71,0.957,2674.6,6039.0,4.242,1.278
K07223.01,CANDIDATE,1,317.062416,7.438,442.9,1.59,218.0,0.54,0.673,9.8,5366.0,4.625,0.715
K07225.01,FALSE POSITIVE,0,0.855763492,3.64361,131660.0,72.82,2464.0,8674.28,0.917,598.4,6679.0,4.286,1.326
K07227.01,FALSE POSITIVE,0,7.51509713,2.62,187.1,1.23,685.0,51.99,0.934,10.1,4867.0,4.63,0.696
K07335.01,FALSE POSITIVE,0,5.682410334,5.33373,220418.0,72.9,1141.0,401.43,0.761,2041.6,5897.0,4.278,1.196
K07336.01,FALSE POSITIVE,0,2.199069234,6.30646,225250.0,118.99,2104.0,4632.97,0.762,5915.4,6613.0,4.014,1.925
K07337.01,FALSE POSITIVE,0,1.481655821,3.4913,59134.0,59.19,1935.0,3314.58,1.103,554.4,6478.0,4.307,1.174
K07338.01,FALSE POSITIVE,0,0.93370968,3.356,62.2,0.38,865.0,131.85,0.848,9.2,3615.0,4.839,0.42
K07339.01,CANDIDATE,1,10.6982275,3.198,246.0,1.73,919.0,168.88,0.032,9.1,6277.0,4.417,1.097
K07340.01,FALSE POSITIVE,0,1.388509353,2.84811,37637.5,52.43,1836.0,2679.88,1.145,454.6,6075.0,4.315,1.13
